requests_1m,requests_5m,unique_paths_5m,post_ratio_5m,auth_endpoint_requests_5m,failed_logins_5m,failed_logins_15m,unique_usernames_15m,successful_logins_15m,qr_failures_15m,sensitive_path_probes_15m,suspicious_requests_15m,scanner_events_15m,csrf_failures_15m,method_anomalies_15m,auth_rejections_15m,ban_events_15m,avg_request_interval_5m,ua_changes_15m,off_hours,label
13,33,11,0.461536,4,0,1,4,0,0,3,8,1,1,2,2,1,12.4565,0,0,WEB_ATTACK
9,40,3,0.601712,3,0,1,2,0,0,3,9,2,0,0,4,0,2.28955,2,0,WEB_ATTACK
6,44,6,0.86004,23,12,20,18,0,0,0,1,0,0,0,11,0,6.2587,0,1,CREDENTIAL_STUFFING
16,65,43,0.0546551,4,1,0,1,0,0,5,2,3,0,1,0,1,7.22943,1,0,RECONNAISSANCE
10,39,3,0.793819,8,1,2,1,0,1,2,5,0,0,1,8,0,13.163,2,1,WEB_ATTACK
11,38,3,0.685541,35,14,36,23,0,1,1,0,0,0,0,3,0,4.38966,3,0,CREDENTIAL_STUFFING
5,29,16,0.329103,9,0,2,2,1,0,0,15,1,0,0,6,0,10.1016,0,0,WEB_ATTACK
15,74,39,0.125083,5,1,2,2,0,0,16,3,2,0,1,0,0,8.41624,3,0,RECONNAISSANCE
6,41,5,0.646833,36,14,20,9,0,1,0,0,0,0,0,15,0,3.74905,1,1,CREDENTIAL_STUFFING
3,12,5,0.0768846,1,0,0,1,0,0,0,0,0,0,0,0,0,21.3647,0,0,NORMAL
15,40,11,0.485436,6,0,0,2,0,0,2,6,0,3,4,7,0,5.0526,3,0,SESSION_ABUSE
5,51,51,0.208498,4,0,1,1,0,0,16,3,3,0,1,1,0,5.16745,1,0,RECONNAISSANCE
5,44,13,0.752454,5,1,1,1,0,0,2,15,1,0,0,2,0,3.98063,1,0,WEB_ATTACK
3,23,15,0.494289,6,0,1,3,0,0,3,15,0,0,1,2,0,3.26643,0,0,WEB_ATTACK
7,35,6,0.888344,16,0,2,2,3,13,0,0,0,0,0,3,1,10.7934,0,1,MFA_ABUSE
3,34,5,0.561961,24,1,1,1,1,10,0,0,0,0,0,2,1,7.47473,0,0,MFA_ABUSE
8,61,2,0.761012,46,9,42,2,0,0,0,0,0,0,0,5,1,4.84999,0,0,BRUTE_FORCE
4,11,4,0.868999,20,1,2,2,2,17,0,0,0,0,0,11,0,4.4548,0,1,MFA_ABUSE
6,28,8,0.628007,3,1,1,1,1,0,2,6,1,1,0,8,0,9.41385,3,0,WEB_ATTACK
15,55,26,0.0304806,2,0,1,2,0,0,17,6,1,0,2,1,1,2.48901,0,1,RECONNAISSANCE
11,71,28,0.00817704,1,0,1,1,0,0,17,7,2,0,1,2,0,3.82758,3,0,RECONNAISSANCE
4,20,2,0.809424,6,0,2,1,3,15,0,0,0,0,0,3,0,12.914,0,0,MFA_ABUSE
6,34,6,0.912269,30,10,19,21,1,0,0,0,0,0,0,7,0,10.1624,3,0,CREDENTIAL_STUFFING
8,41,26,0.397798,1,0,2,3,0,0,2,6,0,7,4,7,0,2.56376,3,1,SESSION_ABUSE
12,51,3,0.775386,32,5,36,18,0,0,0,0,0,0,0,8,0,9.11725,3,0,CREDENTIAL_STUFFING
1,14,4,0.288237,0,0,1,1,0,0,0,0,0,0,0,0,0,52.9706,0,0,NORMAL
1,11,5,0.161313,0,0,1,1,2,0,0,0,0,0,0,1,0,18.479,0,0,NORMAL
16,39,44,0.243894,0,0,0,1,0,0,12,9,1,0,0,1,0,5.43778,2,1,RECONNAISSANCE
1,12,3,0.135577,2,0,0,1,2,0,0,0,0,0,0,0,0,52.4986,0,0,NORMAL
10,71,3,0.954852,32,12,35,2,0,0,0,0,0,0,0,8,1,7.00532,1,0,BRUTE_FORCE
7,21,3,0.991798,40,15,42,1,0,1,0,0,0,0,0,7,1,8.41728,0,0,BRUTE_FORCE
14,40,15,0.269497,7,1,1,3,1,0,2,8,1,1,2,7,0,7.90801,3,1,WEB_ATTACK
12,20,44,0.106096,0,0,0,1,0,0,9,5,1,0,0,1,0,7.27718,3,0,RECONNAISSANCE
6,25,4,0.630518,22,3,30,16,0,0,0,1,0,0,0,14,0,8.37872,2,0,CREDENTIAL_STUFFING
18,62,2,0.551402,37,13,28,21,0,1,0,0,0,0,0,3,1,5.11098,3,1,CREDENTIAL_STUFFING
12,26,1,0.677929,38,10,16,3,0,0,0,0,0,0,0,16,1,8.04327,1,1,BRUTE_FORCE
2,9,5,0.0379176,0,0,0,1,1,0,0,0,0,0,0,0,0,21.5672,0,0,NORMAL
2,14,2,0.193791,1,0,0,1,1,0,0,0,0,0,0,0,0,56.6482,0,0,NORMAL
5,28,6,0.790691,16,0,1,1,1,9,0,0,0,0,0,9,1,2.8007,0,1,MFA_ABUSE
6,28,2,0.785749,16,1,0,3,1,14,0,0,0,0,0,11,1,4.65176,0,1,MFA_ABUSE
3,10,3,0.881711,24,0,2,2,2,7,0,1,0,0,0,4,0,17.7964,0,0,MFA_ABUSE
7,25,5,0.597865,30,10,9,24,0,0,0,0,0,0,0,4,0,10.335,3,0,CREDENTIAL_STUFFING
1,5,5,0.150889,0,0,1,1,1,0,0,0,0,0,0,0,0,14.1412,0,0,NORMAL
2,38,7,0.400661,3,1,1,1,0,0,3,4,1,1,0,6,0,12.8199,0,0,WEB_ATTACK
14,70,40,0.191713,1,0,0,1,0,0,13,1,1,0,0,0,0,2.45531,2,0,RECONNAISSANCE
12,72,4,0.766697,44,20,48,3,0,0,0,0,0,0,0,14,0,2.57665,0,1,BRUTE_FORCE
12,38,6,0.531066,6,0,0,1,0,1,1,6,0,7,2,4,0,8.10771,5,0,SESSION_ABUSE
4,10,5,0.275364,1,0,0,1,0,0,0,0,0,0,0,0,0,16.3388,0,0,NORMAL
7,26,6,0.709744,37,6,33,24,1,0,0,0,0,0,0,7,0,2.60044,0,0,CREDENTIAL_STUFFING
6,6,6,0.299071,2,0,1,1,2,1,0,0,0,0,0,0,0,42.7821,0,0,NORMAL
5,18,2,0.689497,17,0,3,2,3,17,0,0,0,0,0,3,1,10.3357,0,0,MFA_ABUSE
2,12,2,0.0560973,0,0,1,1,2,1,0,0,0,0,0,0,0,19.8814,0,1,NORMAL
8,68,6,0.292769,7,0,2,1,0,1,0,7,0,7,1,6,1,6.01261,4,1,SESSION_ABUSE
8,36,3,0.808831,3,0,2,2,0,0,0,5,1,1,1,6,0,12.2829,0,0,WEB_ATTACK
12,38,2,0.746685,12,16,30,3,0,1,0,0,0,0,0,9,0,7.09459,1,1,BRUTE_FORCE
1,8,5,0.202348,2,0,1,1,1,0,0,0,0,0,0,0,0,53.6007,0,0,NORMAL
8,23,3,0.452677,10,1,2,2,1,8,0,0,0,0,0,6,1,4.11413,1,0,MFA_ABUSE
0,7,2,0.125145,0,0,0,1,1,0,0,0,0,0,0,0,0,62.1137,1,0,NORMAL
10,28,4,0.410285,3,0,1,3,1,0,0,5,1,1,0,1,0,6.56048,3,0,WEB_ATTACK
1,11,2,0.215386,1,0,1,1,0,0,0,0,0,0,0,0,0,71.1426,0,0,NORMAL
0,7,3,0.174491,2,0,1,1,0,0,0,0,0,0,0,0,0,40.2185,0,0,NORMAL
2,12,6,0.298179,0,0,0,1,1,0,0,0,0,0,0,0,0,20.4653,0,0,NORMAL
11,13,3,0.523343,20,2,1,1,3,5,0,1,0,0,0,9,0,7.05803,0,0,MFA_ABUSE
21,58,2,0.949126,20,15,24,1,0,0,1,1,0,0,0,17,2,1.55453,1,1,BRUTE_FORCE
4,29,6,0.524019,20,2,1,2,2,16,0,0,0,0,0,11,0,14.8256,0,0,MFA_ABUSE
3,5,3,0.0454555,1,0,2,1,1,0,0,0,0,0,0,0,0,55.2353,0,1,NORMAL
20,52,3,0.777848,16,12,48,2,0,1,0,0,0,0,0,7,2,8.43479,1,0,BRUTE_FORCE
11,21,23,0.22675,5,1,1,3,0,0,0,2,1,7,0,5,0,10.8171,2,0,SESSION_ABUSE
12,31,3,0.68562,3,1,3,1,0,0,4,6,1,0,0,1,0,9.69736,2,0,WEB_ATTACK
12,50,4,0.650543,29,16,54,3,0,0,0,0,0,0,0,9,1,3.43281,0,0,BRUTE_FORCE
16,60,2,0.965298,30,14,21,3,0,1,0,0,0,0,0,9,1,8.71861,0,1,BRUTE_FORCE
7,26,17,0.558799,9,0,1,4,0,1,4,14,2,1,1,8,0,6.93394,1,0,WEB_ATTACK
10,51,8,0.424521,3,1,0,2,0,0,0,6,0,4,4,8,0,5.50511,3,1,SESSION_ABUSE
18,35,4,0.737811,28,12,37,9,0,1,0,0,0,0,0,15,0,5.68584,1,0,CREDENTIAL_STUFFING
12,40,9,0.669831,6,1,2,4,0,0,2,11,1,0,1,8,1,7.98811,3,0,WEB_ATTACK
19,53,1,0.806213,43,17,47,1,0,0,0,0,0,0,0,5,1,7.33038,0,0,BRUTE_FORCE
9,50,3,0.759712,42,16,21,2,0,0,0,1,0,0,0,9,2,3.6718,0,1,BRUTE_FORCE
1,8,8,0.0226324,0,0,0,1,0,0,0,0,0,0,0,0,0,29.4453,0,0,NORMAL
11,12,12,0.317927,8,1,2,3,0,0,4,8,0,0,2,2,0,6.13864,3,0,WEB_ATTACK
10,25,4,0.550466,7,1,0,1,3,9,0,0,0,1,0,8,0,5.00103,0,0,MFA_ABUSE
13,38,1,0.864869,45,10,37,3,0,0,0,0,0,0,0,7,0,4.80981,1,1,BRUTE_FORCE
12,29,45,0.015553,4,0,1,1,0,0,13,9,2,0,1,1,0,7.45164,1,1,RECONNAISSANCE
2,10,3,0.195545,0,0,0,1,0,0,0,0,0,0,0,0,0,56.4365,0,0,NORMAL
3,17,13,0.336168,1,0,1,1,0,1,1,6,0,0,1,7,0,3.34286,3,1,WEB_ATTACK
15,55,1,0.838651,54,20,39,1,0,0,0,0,1,0,0,9,0,2.63469,0,1,BRUTE_FORCE
16,72,41,0.0896843,4,0,1,1,0,0,15,8,3,0,1,2,1,5.09857,1,0,RECONNAISSANCE
0,14,4,0.0663693,1,0,0,1,1,0,0,0,0,0,0,0,0,70.59,0,0,NORMAL
18,25,2,0.76963,29,11,42,1,0,0,0,0,0,1,0,11,1,8.70317,0,0,BRUTE_FORCE
6,32,23,0.535207,0,0,1,1,0,0,0,1,0,4,1,4,0,5.9922,3,1,SESSION_ABUSE
5,49,14,0.404529,2,0,1,2,0,0,0,6,0,2,0,13,0,10.295,2,1,SESSION_ABUSE
15,68,17,0.235468,1,0,1,1,0,0,9,8,1,0,1,1,0,1.86926,0,0,RECONNAISSANCE
4,31,10,0.443446,7,0,0,3,0,0,2,7,0,3,0,15,0,8.40457,5,1,SESSION_ABUSE
6,63,16,0.262335,6,1,1,3,0,0,0,5,0,6,4,8,0,7.81951,5,0,SESSION_ABUSE
0,11,3,0.103926,0,0,0,1,2,0,0,0,0,0,0,0,0,74.6663,0,0,NORMAL
6,6,4,0.125159,0,0,0,1,1,0,0,0,0,0,0,0,0,69.7854,0,0,NORMAL
15,61,19,0.026562,4,0,0,1,0,0,10,2,2,0,1,1,1,8.89999,0,0,RECONNAISSANCE
4,24,16,0.779866,3,1,0,1,0,0,2,4,0,1,1,3,0,1.18729,0,0,WEB_ATTACK
12,36,48,0.0466229,3,0,0,1,0,0,7,7,2,0,0,0,1,2.02037,0,1,RECONNAISSANCE
16,56,3,0.644198,31,13,11,20,1,0,0,0,1,0,0,13,0,3.07525,1,1,CREDENTIAL_STUFFING
21,47,3,0.707332,17,9,34,1,1,0,0,0,0,0,0,10,1,4.06335,0,0,BRUTE_FORCE
9,71,22,0.146665,1,0,0,1,0,0,4,6,2,0,1,1,0,6.78408,1,0,RECONNAISSANCE
14,25,3,0.494687,9,1,2,3,0,1,2,6,0,1,1,8,0,1.60486,3,0,WEB_ATTACK
1,8,7,0.194809,2,0,0,1,0,0,0,0,0,0,0,0,0,52.696,0,0,NORMAL
11,45,3,0.893662,33,6,19,14,0,0,0,0,0,0,0,4,0,10.6773,3,0,CREDENTIAL_STUFFING
4,14,2,0.538546,24,0,0,1,1,15,0,0,0,0,0,5,0,8.23871,1,0,MFA_ABUSE
3,10,4,0.0633514,1,0,0,1,1,0,0,0,0,0,0,1,0,40.2589,0,0,NORMAL
15,37,2,0.789605,10,10,9,25,1,0,0,1,0,0,0,6,0,10.4268,2,1,CREDENTIAL_STUFFING
7,39,6,0.914412,31,9,20,21,1,0,0,0,0,1,0,5,0,3.10733,1,0,CREDENTIAL_STUFFING
9,32,2,0.701201,39,8,32,13,1,0,0,0,0,1,0,6,0,4.63055,1,1,CREDENTIAL_STUFFING
1,11,5,0.312764,0,0,0,1,2,0,0,0,0,0,0,0,0,47.619,0,0,NORMAL
13,34,25,0.446464,5,0,0,3,0,1,1,2,2,5,2,12,0,9.43623,4,0,SESSION_ABUSE
18,25,3,0.737772,44,13,14,20,1,1,0,1,0,0,0,15,0,12.9445,2,0,CREDENTIAL_STUFFING
12,13,17,0.574494,6,0,3,4,0,0,1,9,0,1,2,6,0,10.9481,2,0,WEB_ATTACK
17,65,21,0.203143,2,0,0,1,0,0,1,4,0,3,3,11,0,6.94822,2,0,SESSION_ABUSE
12,22,6,0.663346,27,6,10,20,0,0,0,0,0,0,0,8,1,7.9759,4,0,CREDENTIAL_STUFFING
10,51,5,0.678981,11,8,30,21,1,0,0,0,0,0,0,15,0,3.87363,2,1,CREDENTIAL_STUFFING
11,72,1,0.727266,17,17,43,3,0,1,0,0,0,0,0,6,0,7.0154,1,0,BRUTE_FORCE
10,31,30,0.221339,1,1,0,2,0,0,6,6,3,0,1,1,0,5.0769,2,0,RECONNAISSANCE
18,28,15,0.253357,0,0,0,3,2,0,0,5,0,5,4,10,0,5.36187,4,1,SESSION_ABUSE
6,46,23,0.151968,3,0,0,2,0,0,2,3,0,8,2,9,0,4.58255,4,0,SESSION_ABUSE
11,61,4,0.807768,50,14,35,3,0,0,0,2,0,1,0,15,0,7.91918,0,1,BRUTE_FORCE
0,5,3,0.100839,0,0,0,1,0,1,0,0,0,0,0,0,0,45.5884,1,0,NORMAL
3,14,7,0.846487,8,1,0,3,3,8,0,0,0,0,0,7,0,11.8369,0,0,MFA_ABUSE
18,50,2,0.676944,18,21,36,3,1,1,0,0,0,0,0,12,0,5.10554,0,0,BRUTE_FORCE
8,20,6,0.550533,15,10,21,25,0,1,0,0,0,1,0,6,0,7.47108,3,0,CREDENTIAL_STUFFING
2,26,7,0.586436,18,0,0,2,2,8,0,0,0,0,0,10,0,10.1986,0,0,MFA_ABUSE
10,60,2,0.883103,20,10,53,2,0,0,0,1,0,0,0,8,0,1.4064,0,1,BRUTE_FORCE
8,66,2,0.77122,32,21,13,1,0,0,0,0,0,1,0,3,1,7.60779,0,1,BRUTE_FORCE
11,24,45,0.239202,1,0,0,1,0,0,10,9,0,0,0,1,0,2.17449,1,0,RECONNAISSANCE
2,23,3,0.468329,11,0,0,1,3,11,0,0,0,0,0,7,0,13.718,0,0,MFA_ABUSE
3,62,52,0.15363,0,0,0,1,0,0,16,9,0,0,0,1,0,0.3277,0,0,RECONNAISSANCE
3,6,4,0.200659,0,0,0,1,2,0,0,0,0,0,0,0,0,70.683,0,0,NORMAL
7,55,10,0.222306,1,0,0,3,0,0,0,1,1,5,2,9,0,2.70611,2,1,SESSION_ABUSE
11,76,27,0.151467,1,0,0,1,0,0,13,2,3,0,0,0,0,7.78798,2,0,RECONNAISSANCE
14,30,2,0.669167,39,7,23,25,0,1,0,0,0,0,0,12,0,12.3208,2,1,CREDENTIAL_STUFFING
7,46,1,0.681521,23,11,46,3,0,0,0,0,0,0,0,7,0,0.814845,0,0,BRUTE_FORCE
17,55,25,0.163247,1,1,1,1,0,0,10,8,3,0,1,0,1,7.51671,2,1,RECONNAISSANCE
12,34,2,0.778896,22,10,20,20,1,0,0,0,1,0,0,9,0,12.0756,0,0,CREDENTIAL_STUFFING
9,44,12,0.526777,8,0,0,4,0,0,1,7,0,1,0,3,0,7.35138,1,1,WEB_ATTACK
10,50,35,0.204671,1,0,1,1,0,0,12,1,0,1,1,1,0,7.87329,2,1,RECONNAISSANCE
19,37,4,0.871579,25,10,13,20,1,0,0,0,0,0,0,12,0,9.78019,3,0,CREDENTIAL_STUFFING
15,44,50,0.223485,0,0,0,1,0,0,14,2,2,0,1,0,0,8.91302,2,1,RECONNAISSANCE
15,36,6,0.839336,31,4,14,12,1,0,0,0,0,1,0,7,0,9.68226,4,0,CREDENTIAL_STUFFING
4,23,6,0.478895,7,0,2,3,1,9,0,0,0,0,0,5,0,12.3981,0,0,MFA_ABUSE
14,31,27,0.408211,2,1,0,3,1,0,0,7,1,3,4,4,0,1.20888,2,1,SESSION_ABUSE
12,67,32,0.24842,2,0,1,1,0,0,15,6,1,0,0,1,1,6.90077,0,1,RECONNAISSANCE
7,51,4,0.799502,27,13,22,3,0,0,0,0,0,0,0,3,1,7.68264,0,0,BRUTE_FORCE
7,35,7,0.410515,1,0,1,2,0,1,1,1,0,8,4,9,0,2.22432,5,1,SESSION_ABUSE
7,8,3,0.796759,17,0,1,1,2,15,0,1,0,0,0,4,0,17.4647,0,1,MFA_ABUSE
7,59,4,0.840492,33,3,30,17,0,0,0,0,0,0,0,5,0,5.10405,4,1,CREDENTIAL_STUFFING
8,16,2,0.777183,15,1,3,2,2,11,0,0,0,0,0,2,0,14.4109,0,0,MFA_ABUSE
18,58,3,0.78011,43,9,44,2,0,0,0,0,0,0,0,5,0,4.42261,0,0,BRUTE_FORCE
4,20,10,0.517744,3,1,0,2,0,0,3,8,0,1,0,6,1,6.96291,1,0,WEB_ATTACK
19,50,16,0.417589,5,0,0,3,0,0,1,4,0,2,1,4,0,1.29024,5,0,SESSION_ABUSE
19,41,5,0.586527,18,11,21,27,0,0,1,1,0,0,0,15,0,12.0966,3,0,CREDENTIAL_STUFFING
12,18,20,0.0726722,0,0,1,1,0,0,12,4,2,0,2,0,0,2.1569,3,0,RECONNAISSANCE
6,43,12,0.751698,5,0,0,1,0,0,2,9,2,0,1,1,0,6.39355,0,0,WEB_ATTACK
7,44,9,0.671161,1,0,1,1,0,0,3,13,1,1,0,8,0,9.87153,3,0,WEB_ATTACK
5,16,6,0.648634,19,1,2,2,1,16,0,0,0,0,0,9,0,10.1916,0,1,MFA_ABUSE
4,33,2,0.550885,22,1,0,2,3,12,0,0,0,0,0,2,0,11.6491,0,0,MFA_ABUSE
6,39,23,0.371049,3,0,1,1,0,1,0,2,0,6,3,14,0,1.17871,2,0,SESSION_ABUSE
1,15,2,0.370504,1,0,0,1,1,0,0,0,0,0,0,0,0,74.8093,0,1,NORMAL
9,15,7,0.68755,10,0,2,2,3,5,0,0,0,0,0,3,1,6.66622,1,0,MFA_ABUSE
13,38,57,0.230944,2,0,0,1,0,0,8,4,2,0,0,0,0,2.62498,0,0,RECONNAISSANCE
7,63,11,0.16338,1,0,0,1,1,0,0,6,0,2,1,9,0,9.61589,2,0,SESSION_ABUSE
7,27,34,0.173538,4,0,1,1,0,0,16,4,1,0,0,1,0,7.78345,1,1,RECONNAISSANCE
9,47,3,0.769841,31,9,28,17,0,1,0,0,0,0,0,7,0,7.6358,3,1,CREDENTIAL_STUFFING
12,20,2,0.739222,51,13,36,1,0,0,0,0,0,0,0,15,1,6.59216,0,1,BRUTE_FORCE
9,16,10,0.639955,7,1,1,2,1,0,1,8,1,0,0,1,0,9.12389,0,0,WEB_ATTACK
7,66,6,0.411136,3,1,0,2,0,0,0,2,1,8,4,9,0,3.97793,6,0,SESSION_ABUSE
14,43,10,0.54799,7,0,1,2,0,0,0,6,0,7,1,4,0,7.81809,6,0,SESSION_ABUSE
9,20,4,0.684594,12,0,1,2,1,11,0,0,0,0,0,7,0,8.07829,1,0,MFA_ABUSE
3,6,3,0.144348,0,0,0,1,1,0,0,0,0,0,0,0,0,57.8849,0,1,NORMAL
14,33,17,0.829281,6,0,0,4,0,0,3,4,0,2,1,2,0,5.41168,1,0,WEB_ATTACK
7,31,41,0.207193,0,0,1,1,0,0,8,6,2,0,1,1,0,4.36505,2,0,RECONNAISSANCE
5,27,15,0.799932,0,1,3,1,1,0,4,12,1,1,0,3,0,4.94068,1,0,WEB_ATTACK
3,36,7,0.690322,22,0,1,2,1,9,0,0,0,0,0,6,0,13.4533,0,0,MFA_ABUSE
9,17,11,0.249239,4,0,0,1,0,0,0,5,1,4,1,10,0,5.66571,2,0,SESSION_ABUSE
7,27,24,0.180813,2,0,0,1,0,0,5,3,2,0,0,0,0,5.56021,0,0,RECONNAISSANCE
3,20,7,0.776803,24,0,0,3,3,6,0,0,0,0,0,3,0,6.24053,0,1,MFA_ABUSE
8,32,2,0.948137,41,11,14,18,0,0,0,0,0,0,0,7,0,10.0748,4,1,CREDENTIAL_STUFFING
14,49,6,0.659221,21,6,17,15,0,1,0,0,0,0,0,9,0,12.6107,4,0,CREDENTIAL_STUFFING
11,16,2,0.563247,21,2,1,2,1,5,0,0,0,0,0,6,0,6.91568,0,1,MFA_ABUSE
0,13,1,0.35803,0,0,0,1,1,0,0,0,0,0,0,0,0,49.2715,0,0,NORMAL
2,37,16,0.793615,6,2,1,2,0,1,0,4,0,0,0,7,0,7.56374,0,0,WEB_ATTACK
11,20,4,0.600446,10,9,30,26,0,0,0,0,0,0,0,4,0,13.3614,1,1,CREDENTIAL_STUFFING
6,58,6,0.734309,10,10,18,23,0,0,0,0,0,0,0,15,0,10.5744,4,0,CREDENTIAL_STUFFING
15,29,53,0.0599344,5,0,0,1,0,0,16,8,1,0,3,0,0,2.45611,3,1,RECONNAISSANCE
9,22,7,0.590211,19,1,2,1,3,15,0,0,0,0,0,2,1,7.31992,0,0,MFA_ABUSE
1,10,3,0.537383,2,0,0,1,1,0,0,0,0,0,0,0,0,67.3238,0,0,NORMAL
11,51,24,0.359722,0,0,0,1,0,0,0,4,0,3,4,13,0,8.36015,3,0,SESSION_ABUSE
10,17,2,0.745626,10,0,0,3,3,13,0,0,0,0,0,4,0,17.1701,0,1,MFA_ABUSE
18,68,27,0.411759,6,0,1,1,0,0,1,5,0,5,1,12,0,10.2112,6,1,SESSION_ABUSE
8,34,15,0.668971,7,2,1,3,0,0,2,12,1,0,2,4,0,6.22399,3,1,WEB_ATTACK
8,49,21,0.230654,7,1,0,2,1,0,0,3,0,3,2,14,0,3.25046,4,1,SESSION_ABUSE
12,79,48,0.14315,5,0,1,1,0,0,4,3,1,0,1,0,0,3.28983,1,0,RECONNAISSANCE
12,67,25,0.223049,4,0,0,1,1,0,0,3,0,4,1,13,0,9.69959,2,0,SESSION_ABUSE
12,43,8,0.638679,6,1,1,4,0,0,2,14,1,1,1,8,0,1.86836,3,0,WEB_ATTACK
0,5,5,0.439331,0,0,1,1,0,1,0,0,0,0,0,0,0,57.501,0,0,NORMAL
7,8,13,0.616167,0,0,2,2,0,1,3,10,2,2,0,8,0,3.22115,3,0,WEB_ATTACK
10,44,2,0.787443,28,14,13,2,0,0,0,0,0,0,0,3,0,4.73573,0,0,BRUTE_FORCE
9,32,4,0.643652,17,13,16,22,1,0,0,0,0,1,0,7,0,13.8167,4,0,CREDENTIAL_STUFFING
12,22,26,0.541521,0,0,0,1,0,1,2,4,0,5,3,15,0,6.92267,3,1,SESSION_ABUSE
5,8,3,0.140617,1,0,0,1,2,0,0,0,0,0,0,0,0,25.2603,0,0,NORMAL
14,55,29,0.239301,1,1,0,1,0,0,17,8,3,0,0,0,0,3.81013,2,1,RECONNAISSANCE
12,17,26,0.392284,2,0,1,3,0,0,2,5,0,3,1,8,0,6.29249,6,0,SESSION_ABUSE
15,52,2,0.81436,20,3,34,27,0,0,0,0,0,0,0,11,1,5.53544,2,1,CREDENTIAL_STUFFING
15,26,2,0.982732,28,20,20,3,1,0,0,1,0,0,0,13,2,5.93711,1,1,BRUTE_FORCE
6,52,18,0.405486,7,1,0,3,1,0,1,3,0,2,0,9,0,11.5096,3,0,SESSION_ABUSE
11,64,6,0.610471,26,8,37,11,0,1,0,0,0,0,0,6,1,11.4709,1,0,CREDENTIAL_STUFFING
9,62,19,0.389627,7,0,1,1,0,0,1,7,0,6,4,8,0,7.38226,2,0,SESSION_ABUSE
14,47,6,0.918974,39,9,28,26,1,0,0,0,0,0,0,6,0,8.79935,0,1,CREDENTIAL_STUFFING
8,19,3,0.657894,12,9,16,16,1,0,0,0,0,0,0,12,0,10.865,2,1,CREDENTIAL_STUFFING
0,6,1,0.142154,0,0,0,1,1,0,0,0,0,0,0,0,0,73.34,0,0,NORMAL
1,6,2,0.193516,1,0,0,1,2,0,0,0,0,0,0,1,0,16.8193,0,0,NORMAL
14,46,44,0.157897,3,1,1,1,0,0,6,5,1,0,0,1,0,7.41981,1,0,RECONNAISSANCE
12,28,5,0.303483,1,0,1,2,0,0,3,6,0,1,0,1,0,2.23098,0,0,WEB_ATTACK
2,4,4,0.0896386,0,0,0,1,1,0,0,0,0,0,0,0,0,41.4803,0,1,NORMAL
11,23,2,0.575217,9,2,1,1,1,9,0,0,0,0,0,9,0,9.72651,1,1,MFA_ABUSE
6,32,23,0.199879,6,0,0,3,1,0,2,2,0,8,1,7,1,2.04993,4,1,SESSION_ABUSE
14,44,9,0.445089,6,0,1,2,0,0,3,5,1,0,0,7,0,10.0346,1,0,WEB_ATTACK
11,44,4,0.794557,5,1,0,3,0,0,1,10,1,1,0,1,0,7.47784,0,0,WEB_ATTACK
9,48,5,0.937234,43,8,15,17,0,0,0,0,1,0,0,11,1,3.95661,4,0,CREDENTIAL_STUFFING
10,40,6,0.453361,6,1,1,1,0,0,1,9,2,2,0,2,0,12.3868,0,0,WEB_ATTACK
9,11,2,0.717546,17,2,2,3,1,16,0,0,0,0,0,8,0,17.1925,0,0,MFA_ABUSE
9,24,6,0.637414,18,0,1,2,1,8,0,0,0,1,0,7,0,7.58267,0,0,MFA_ABUSE
12,35,48,0.241581,5,1,3,1,0,0,17,9,1,0,1,0,0,4.78594,2,0,RECONNAISSANCE
7,40,8,0.677799,7,0,3,4,0,0,3,10,1,1,0,8,0,6.55902,2,0,WEB_ATTACK
10,60,3,0.772652,29,8,12,15,0,0,0,0,0,0,0,3,1,10.9767,0,1,CREDENTIAL_STUFFING
15,56,3,0.759736,14,9,50,1,0,0,0,1,0,0,0,3,1,9.61917,0,0,BRUTE_FORCE
14,68,36,0.0675918,3,0,0,1,0,0,14,6,2,1,1,1,0,7.73907,3,0,RECONNAISSANCE
4,26,6,0.859477,11,2,0,2,3,11,0,0,0,0,0,7,0,5.61281,0,1,MFA_ABUSE
15,24,1,0.818655,21,17,51,3,0,0,1,0,0,0,0,15,2,1.72927,0,0,BRUTE_FORCE
4,8,6,0.510861,6,1,1,3,2,15,0,0,0,0,0,8,0,4.52867,1,0,MFA_ABUSE
4,43,38,0.232029,2,0,0,1,0,0,9,2,1,0,0,0,0,3.42172,1,0,RECONNAISSANCE
12,62,16,0.173668,5,0,0,1,0,0,10,4,2,0,1,2,0,8.43563,0,1,RECONNAISSANCE
19,66,1,0.92544,38,20,48,3,0,0,0,1,0,0,0,7,0,3.81523,0,0,BRUTE_FORCE
8,42,5,0.892724,32,5,31,13,0,1,0,0,0,1,0,8,1,10.0488,4,0,CREDENTIAL_STUFFING
18,37,4,0.836458,53,20,31,2,0,0,0,0,0,0,0,8,1,3.15459,2,0,BRUTE_FORCE
16,63,4,0.557699,26,6,14,27,0,2,0,0,0,0,0,10,0,2.96324,0,0,CREDENTIAL_STUFFING
11,23,12,0.799357,5,0,2,2,0,0,2,8,0,2,0,2,1,8.647,0,0,WEB_ATTACK
13,9,16,0.261272,7,1,3,1,0,0,1,5,1,0,1,2,0,1.63792,2,0,WEB_ATTACK
0,9,2,0.13567,0,0,0,2,1,0,0,0,0,0,0,0,0,72.0271,0,0,NORMAL
